"VARIABLE1_LABEL","EFFECT","EFFECT_L95","EFFECT_U95","N","P","P_FDR"
"atc_j01xe01",1.84530097754619e-05,3.18926347845957e-19,1067687170.01006,22026,0.5,0.688242424242424
"atc_j02ac01",1.26261087925681,1.08583945039767,1.46816017030309,39117,0.00244,0.00483731778425656
"atc_m04aa01",2.16032364628454,2.09363783752551,2.22913350773795,581379,0,0
"atc_j01ma14",7.0951756376191,6.23603447426265,8.07268105018228,9922,1.53e-194,1.96301886792453e-193
"atc_n03ag01",2.88396568599819,2.68868777703943,3.09342652168163,81384,1.17e-192,1.47333333333333e-191
"atc_n06da03",3.32589797698536,3.2152631587232,3.44033965720801,325097,0,0
"atc_j05ab09",0.00274159450915125,3.33413228065105e-15,2254361800.88829,198,0.673,0.829057971014493
"atc_c10aa05",0.51011052362168,0.487597071495365,0.533663472406761,1072597,8.48e-188,1.04843636363636e-186
"atc_c04ae01",0.741430599755321,0.592792981084265,0.927337792104175,30092,0.00877,0.0163835164835165
"atc_c10ax09",0.637519182371566,0.528246381431335,0.76939610412559,49499,2.7e-06,6.90225563909774e-06
"atc_c10aa03",0.662986047789944,0.613267024499457,0.716735911119446,278045,4.96e-25,2.14828025477707e-24
"atc_m01ab55",0.564049473216449,0.438778748251317,0.725084816672861,31308,7.87e-06,1.95313868613139e-05
"atc_n05ab04",5.01805523103909e-05,1.34995143612563e-15,1865317.3460838,13736,0.425,0.609704641350211
"atc_b01ac30",1.4332621356566,1.37068169167173,1.49869977981651,407224,3e-56,2.01980198019802e-55
"atc_a10ad04",1.47190140615445,1.07446908936385,2.01633883271798,7701,0.0161,0.0284363636363636
"atc_l02ba01",1.18760978779363,1.02693238683096,1.37342733187691,44752,0.0204,0.0355692307692308
"atc_m01ae02",0.63744490568871,0.565464192745912,0.718588396933338,122018,1.76e-13,6.0751269035533e-13
"atc_a10bb01",0.28774068671705,0.257400154244165,0.321657549256409,309487,2.03e-106,1.84053333333333e-105
"atc_n06aa12",0.433329851345614,0.369460590156149,0.508240296990406,100624,8.77e-25,3.72725e-24
"atc_n02ac04",0.243881156872503,0.14441935279095,0.411842440282682,16601,1.3e-07,3.57894736842105e-07
"atc_n06da04",2.88050772656823,2.75456714575719,3.01220639170095,206043,0,0
"atc_c07aa07",0.362261403381299,0.322585898340471,0.406816680626502,227741,5.59e-66,4.22355555555556e-65
"atc_a10bb07",0.528218920250609,0.451872777289189,0.617464122057868,86470,1.12e-15,4.02962962962963e-15
"atc_r06ax27",0.648468148978971,0.5508956811832,0.763322266998082,64723,1.93e-07,5.27068273092369e-07
"atc_r01ba52",5.01852112663719e-05,2.00203508366331e-16,12579976.4969251,11811,0.46,0.653027139874739
"atc_c07aa05",0.526386401618738,0.478129869774082,0.579513352596118,228811,4.25e-39,2.312e-38
"atc_r03ak06",1.89642498006594,1.82480771586141,1.97085296919647,423534,7.1e-233,1.02723404255319e-231
"atc_r03ak07",1.30823907648253,1.23002047200272,1.39143170393677,229433,1.32e-17,4.93186813186813e-17
"atc_r03ba01",0.514657886446558,0.472953471176471,0.560039742224046,302871,1.49e-53,9.64952380952381e-53
"atc_c08ca02",0.543304906009966,0.515767265486077,0.572312825274613,760187,6.09e-117,5.67287671232877e-116
"atc_a02ba02",0.894362507930237,0.803463635176155,0.995545113147396,109219,0.0412,0.0686666666666667
"atc_j01ma12",5.707550661334,5.26313429705045,6.18949331578912,31257,0,0
"atc_c07ag02",0.714913612555436,0.669756456857775,0.76311541036117,369484,6.71e-24,2.78219512195122e-23
"atc_m01ah01",0.586770945889451,0.51534713058492,0.668093645052841,112812,8.25e-16,3e-15
"atc_g04bd10",1.87864101868776,1.49225996353571,2.36506517854568,11313,7.99e-08,2.24512396694215e-07
"atc_j01fa10",0.619016374270041,0.487930020828237,0.7853201386625,31810,7.8e-05,0.000179796610169492
"atc_m05bb03",1.67120466516671,1.55965854814332,1.79072851310934,143160,4.3e-48,2.63423423423423e-47
"atc_c10aa02",0.421440778024814,0.386868358381603,0.459102755586347,359804,3.95e-87,3.4e-86
"atc_n03ax16",2.41240360879627,2.29103169434733,2.54020543936263,181518,4.17e-245,6.30133333333333e-244
"atc_n04ba02",1.89116942485499,1.78086592995295,2.00830491130843,168462,6.36e-96,5.69052631578947e-95
"atc_c10aa01",0.814866953355868,0.797743501402443,0.83235795779488,3419104,1.28e-79,1.04867469879518e-78
"atc_c08db01",0.353055292383654,0.326645441184182,0.381600425918154,517905,8.03e-152,8.531875e-151
"atc_n05ah04",3.89948907846807,3.7486607001514,4.05638607742696,200234,0,0
"atc_n06aa09",0.803982451956962,0.720143886353712,0.897581435187305,114911,0.000103,0.000231920529801324
"atc_h02aa02",3.60842637906819,3.15564775627493,4.12617058011743,17642,1.64e-78,1.32761904761905e-77
"atc_j01cf02",0.557056391725971,0.179595067127269,1.72784157452865,1560,0.311,0.455775862068965
"atc_r06ae09",0.772698859965546,0.668235015018047,0.893493329103579,68605,0.000502,0.00107345911949686
"atc_b02aa02",8.09375833507916,7.0753329887032,9.25877610159945,8063,5.31e-204,7.2216e-203
"atc_p01ab01",4.22952606187404,3.85095494952919,4.64531290096208,31079,1.34e-199,1.75230769230769e-198
"atc_j01aa04",0.391106589152946,0.20382944873122,0.750452719324958,6661,0.00475,0.00909859154929577
"atc_c09ca01",1.24105483801071,1.19510401874159,1.28877243051328,665070,3.29e-29,1.49146666666667e-28
"atc_a04aa01",26.6312590736673,22.9501705574801,30.9027751263326,2258,0,0
"atc_j01fa09",0.810563054852728,0.620519428408959,1.05881046718682,19312,0.123,0.190523917995444
"atc_a02bc05",2.22017069229567,2.14924226352684,2.29343987254375,524626,0,0
"atc_m01ab08",0.684423534719216,0.543940592273955,0.861188853215094,30896,0.00122,0.00249879518072289
"atc_m03bx02",0.640257262824361,0.553513591815074,0.74059493508571,82251,1.94e-09,5.88928571428571e-09
"atc_m02aa15",0.0429095233311093,0.0139488751374797,0.131998256085593,20200,3.98e-08,1.13238493723849e-07
"atc_j01ea01",2.20746949038476,2.13036342285419,2.28736632384111,433350,0,0
"atc_n05cf02",0.912491344263462,0.852049330912002,0.977220946191593,263523,0.00882,0.0164317808219178
"atc_g04bd04",0.866442083718652,0.771160675839271,0.973496066331043,95328,0.0159,0.02815625
"atc_m01ab05",0.561400077016759,0.513138975806043,0.61420017058605,245885,2.45e-36,1.27175572519084e-35
"atc_c07aa03",0.267321114233435,0.225917852599939,0.316312222750936,146467,2.76e-53,1.75401869158878e-52
"atc_c01ca01",0.277650552131,0.145443591891685,0.530032489544534,9380,0.000103,0.000231920529801324
"atc_j01xx05",1.84474427584996e-05,1.3184055709779e-17,25812098.4785968,28279,0.445,0.637052631578947
"atc_n02ca01",1.88678775699005,1.3824849747089,2.5750500765313,6171,6.3e-05,0.000147216494845361
"atc_b01ac07",0.719059778532262,0.680232428311382,0.760103375821687,509204,2.43e-31,1.16366197183099e-30
"atc_j05ab01",0.951234759428722,0.764720990057467,1.18323882737601,24699,0.653,0.8225
"atc_j01ma06",1.28162760953047,1.10267404925403,1.48962363866457,38767,0.00122,0.00249879518072289
"atc_n02ax02",1.78203184101952,1.69829371904394,1.86989885600894,281910,2.14e-122,2.04957746478873e-121
"atc_n02ae01",8.61768500949891,8.29485304465122,8.95308144980702,100798,0,0
"atc_n02aa59",2.52927172288452,2.43085897088353,2.63166869193488,300441,0,0
"atc_m09ax01",0.019464092868951,0.00275917708755716,0.137305761532894,14845,7.75e-05,0.000179482993197279
"atc_n06dx01",4.33120494225008,4.22034480013141,4.44497716186303,461186,0,0
"atc_a02bc03",1.54354447946461,1.48051526428386,1.60925700501853,437068,1.46e-92,1.28935064935065e-91
"atc_m01ah05",0.845586737155086,0.774358362140349,0.923366964200215,171584,0.000187,0.000410193548387097
"atc_j01db05",0.58753668178592,0.374651970453219,0.921386725996447,9367,0.0205,0.0356521739130435
"atc_m02aa07",0.415122293007477,0.374296732220994,0.460400808548979,248646,3.29e-62,2.35494736842105e-61
"atc_m01ac06",0.77513423979311,0.714782856559384,0.840581281694081,220506,7.32e-10,2.30444444444444e-09
"atc_h05ba01",1.65567118269771,1.55047617303826,1.76800334818688,160266,3.24e-51,2.02128440366972e-50
"atc_b03ba03",1.87229281004949,1.80179751745938,1.94554622958184,431584,4.39e-225,6.21916666666667e-224
"atc_a06ac01",0.868378528942684,0.803655067523082,0.938314582962548,216101,0.000356,0.000773418530351438
"atc_j01ee02",2.30157424530668,2.02820222934438,2.61179281336819,30827,3.41e-38,1.84031746031746e-37
"atc_c09ca03",1.10355919724149,1.03483024630354,1.17685282795558,248832,0.00267,0.00524739884393064
"atc_c03ea02",0.246730325949779,0.21445037065084,0.283869193410721,227972,3.28e-85,2.788e-84
"atc_j01cr02",3.32049313288543,3.0563602553807,3.60745256588411,50478,3.82e-177,4.40271186440678e-176
"atc_c09aa02",0.885628758844915,0.85856411125651,0.913546569452227,1381816,1.72e-14,6.060103626943e-14
"atc_m01ax05",0.304674744823734,0.278081988174296,0.333810545382125,434375,1.69e-143,1.74121212121212e-142
"atc_c07bb07",0.517703340451003,0.469304788658975,0.571093147120824,223188,1.78e-39,9.84065040650406e-39
"atc_a12ba01",2.4937551516745,2.4047524787303,2.58605191657257,367499,0,0
"atc_n06ax11",2.62551615241816,2.54185631913028,2.71192947246021,449153,0,0
"atc_c03da01",3.24160342245007,3.1284103475551,3.35889208289193,299323,0,0
"atc_j01ma02",3.20924307309336,3.02191054841547,3.40818860690568,100326,0,0
"atc_c03aa03",0.691866800156093,0.651258274379764,0.735007427911929,444432,7.68e-33,3.84e-32
"atc_c09aa04",1.61141229123505,1.5167582520181,1.71197326198059,194143,7.85e-54,5.13269230769231e-53
"atc_g03ca03",0.329260750922207,0.314728359597611,0.34446416661169,1616528,0,0
"atc_n03af01",1.01405369078727,0.929406229153902,1.10641058295404,146219,0.754,0.859966499162479
"atc_n02ab03",19.728690778158,19.0442966147685,20.4376799885768,56222,0,0
"atc_j01ca08",1.77000044990565,1.68859944858401,1.85532548603717,297050,6.83e-125,6.73101449275362e-124
"atc_n05ba06",1.53086111287403,1.44470688919973,1.62215309169604,223395,4.56e-47,2.76857142857143e-46
"atc_h02ab07",2.41700207779944,2.26050289357419,2.58433601686301,106296,3.18e-147,3.32676923076923e-146
"atc_m05ba06",1.77125202289843,1.58917633556122,1.97418855190404,54304,5.17e-25,2.22389937106918e-24
"atc_h02ab06",3.04793230087364,2.95983442963507,3.13865235760983,485116,0,0
"atc_r03ac02",1.25957485084531,1.21188908114511,1.30913697430369,625191,1.01e-31,4.90571428571428e-31
"atc_n05cd07",1.4140795562386,1.37195722246064,1.45749514535562,942416,1.11e-111,1.02e-110
"atc_m01ae01",0.631136247397779,0.601016901080315,0.662764993901762,746147,5.5e-76,4.4e-75
"atc_j01ce02",0.80479160017777,0.706556831603627,0.916684250645027,82074,0.00108,0.0022390243902439
"atc_n05ba04",1.68940780361826,1.63084512522863,1.75007343295467,570099,1.42e-186,1.72428571428571e-185
"atc_n06ab03",0.469382405754074,0.396002695291656,0.556359452728515,81885,2.78e-18,1.05022222222222e-17
"atc_n06ca01",0.367697555058489,0.324894228613032,0.416140023702986,197211,1.53e-56,1.0404e-55
"atc_c08ca01",0.959660514536868,0.933190575196042,0.986881273385874,1603424,0.00391,0.00753201133144476
"atc_c07ab07",1.63854071802716,1.61083416943574,1.66672382270947,3445231,0,0
"atc_b01aa03",1.84048476592183,1.80485562093772,1.87681725579268,2084620,0,0
"atc_c01aa05",1.8816406666826,1.83407207844433,1.93044299628447,1045975,0,0
"atc_j01ca04",1.78245854021573,1.66219616176931,1.91142208161887,131366,3.8e-59,2.63673469387755e-58
"atc_c07ab02",0.829025011864123,0.810593232009278,0.847875905147507,2958153,4.71e-60,3.30185567010309e-59
"atc_c01da14",1.44652616315962,1.4166671172094,1.47701454723326,2179383,1.14e-263,1.80279069767442e-262
"atc_a03fa01",7.8027508668359,7.44739850468182,8.17505885466371,72453,0,0
"atc_a02bc02",3.20607494871803,3.13135038452921,3.28258269262408,770822,0,0
"atc_a06ad11",3.90368348852533,3.79440121042726,4.01611319770514,412188,0,0
"atc_g04bd07",0.858690477473357,0.778398422838817,0.947264684085961,135631,0.00235,0.00467251461988304
"atc_r05da20",5.01873360754058e-05,7.12217022274325e-17,35365185.3799074,10933,0.477,0.670165289256198
"atc_j01aa02",1.64717364158746,1.53110753844473,1.77203817329284,129556,7.26e-41,4.114e-40
"atc_j01db01",2.34913580371976,2.26122569264175,2.44046361328531,351159,0,0
"atc_m05ba07",1.33230350051522,1.25282704329718,1.41682176081831,226450,6.1e-20,2.37028571428571e-19
"atc_c09aa05",1.69720287564162,1.65516907969995,1.74030413956764,1208771,0,0
"atc_a12ax",2.24488579428126,2.20017519978403,2.29050496972262,1613192,0,0
"atc_c03ca01",4.31331154212932,4.24724283860092,4.38040798853746,2296294,0,0
"atc_m05ba04",0.831064348467941,0.790404149506518,0.873816201149318,543615,4.82e-13,1.62257425742574e-12
"atc_c01da08",1.13123777515424,1.10114439112559,1.16215358698582,1493828,3.13e-19,1.18905027932961e-18
"atc_n05ax08",4.41481393610506,4.27303388694539,4.56129827333535,267910,0,0
"atc_b03ba02",1.22356022712521,1.07094018348901,1.39793020421112,51759,0.003,0.00587896253602305
"atc_n02be01",3.64860377981264,3.58496967163639,3.7133674093222,1546359,0,0
"atc_c09da06",0.498278638170762,0.451977859213874,0.549322486037581,234650,1.57e-44,9.28347826086957e-44
"atc_c09ca06",0.947447654751259,0.905589453407097,0.991240627987008,593061,0.0192,0.0335629820051414
"atc_c01da02",1.26629752030438,1.23197480657217,1.30157646193318,1290361,1.24e-63,9.06666666666667e-63
"atc_a02bc01",2.82268001614211,2.72317270607412,2.92582341757328,334991,0,0
"atc_h03aa01",0.849208449014097,0.826732480932245,0.872295460151431,1961824,7.05e-33,3.55111111111111e-32
"atc_c07ab03",0.424241633243407,0.397038647794432,0.453308423189621,595407,7.03e-142,7.03e-141
"atc_c03ea01",0.381081360174781,0.364317510547806,0.398616588190605,1421649,0,0
"atc_m02aa10",0.432750973420451,0.352029528343326,0.531982092177519,60121,1.84e-15,6.58526315789474e-15
"atc_n06ab04",1.64160474383026,1.58530719106532,1.69990153968523,599912,1.43e-170,1.59409836065574e-169
"atc_c03eb01",0.939299549500762,0.891441282706016,0.989727154001794,443490,0.0189,0.0331237113402062
"atc_n06da02",2.80685549525169,2.72107046525815,2.89534500183449,462520,0,0
"atc_n05ba12",0.588134497315355,0.53009303210311,0.652531095457038,175735,1.34e-23,5.48915662650602e-23
"atc_n05cf01",1.10716721099257,1.07999449384955,1.13502359509977,1828338,9.75e-16,3.52659574468085e-15
